,LEI,Legal Name,Country,Status,Registration Status,Initial Registration Date,Last Update Date,Next Renewal Date,Parent LEI,Parent Name,Ultimate Parent LEI,Ultimate Parent Name,Direct Children,Ultimate Children
0,BUCRF72VH5RBN7X3VL35,ENI S.P.A.,IT,ACTIVE,ISSUED,2012-06-05T22:00:00Z,2024-09-09T08:29:43Z,2025-09-26T22:00:00Z,,,,,"[{'LEI': '815600801DE621AFCC24', 'Name': 'ENI MARINE SERVICES S.P.A.'}, {'LEI': '8156005856BC986AE819', 'Name': 'ENILIVE S.P.A.'}, {'LEI': '815600A79B1EEF300902', 'Name': 'ENIPROGETTI S.P.A.'}, {'LEI': '5493000JCVLNKG07K075', 'Name': 'FLOATERS SPA'}, {'LEI': '815600EDE86C54BBF974', 'Name': 'ENI NATURAL ENERGIES S.P.A.'}, {'LEI': '81560027AF428D81D306', 'Name': 'GREENIT EOLICA 1 S.R.L.'}, {'LEI': '549300J4TWU7WC6FIZ03', 'Name': 'ENI GLOBAL ENERGY MARKETS S.P.A.'}, {'LEI': '549300J96EQX527TE837', 'Name': 'ENI TRADE & BIOFUELS S.P.A.'}, {'LEI': '5493005GZE25VIBF4P73', 'Name': 'ENI LASMO PLC'}, {'LEI': '81560041C853AE5B9057', 'Name': ""ENI PLENITUDE S.P.A. SOCIETA' BENEFIT""}, {'LEI': '5493002DHRBZ4SLH7I68', 'Name': 'ING. LUIGI CONTI VECCHI S.P.A.'}, {'LEI': '549300VESDSVVH5T9I62', 'Name': 'ENI Insurance Designated Activity Company'}, {'LEI': '549300F4LOSCKBNTEJ06', 'Name': 'LNG SHIPPING S.P.A.'}, {'LEI': '815600CE25AF52409508', 'Name': 'ENI REWIND S.P.A.'}, {'LEI': '5493002BC18WQ83LV331', 'Name': 'ENI ULX LIMITED'}]","[{'LEI': '485100FGVV577NI5IT63', 'Name': 'ADRIAPLIN, Podjetje za distribucijo zemeljskega plina d.o.o. Ljubljana'}, {'LEI': '815600801DE621AFCC24', 'Name': 'ENI MARINE SERVICES S.P.A.'}, {'LEI': '213800YR1LC21KGPNE74', 'Name': 'ENI INDIA LIMITED'}, {'LEI': '8156005856BC986AE819', 'Name': 'ENILIVE S.P.A.'}, {'LEI': '815600A79B1EEF300902', 'Name': 'ENIPROGETTI S.P.A.'}, {'LEI': '5493000JCVLNKG07K075', 'Name': 'FLOATERS SPA'}, {'LEI': '815600EDE86C54BBF974', 'Name': 'ENI NATURAL ENERGIES S.P.A.'}, {'LEI': '81560027AF428D81D306', 'Name': 'GREENIT EOLICA 1 S.R.L.'}, {'LEI': '815600D2D0E48BDF5194', 'Name': 'GPC UNO S.R.L.'}, {'LEI': '549300J4TWU7WC6FIZ03', 'Name': 'ENI GLOBAL ENERGY MARKETS S.P.A.'}, {'LEI': '549300J96EQX527TE837', 'Name': 'ENI TRADE & BIOFUELS S.P.A.'}, {'LEI': '815600AEB1C62FB82193', 'Name': 'ENI PLENITUDE SOLAR ABRUZZO S.R.L.'}, {'LEI': '815600356D2DA546CB23', 'Name': 'EOLICA WIND POWER S.R.L.'}, {'LEI': '815600A30DAE9172B197', 'Name': 'BORGIA WIND S.R.L.'}, {'LEI': '815600CECEAC1FBD2D62', 'Name': 'VRG WIND 149 S.R.L.'}]"
